unitid,university_name,level_of_study,headcount,year
475024,Fortis Institute-Lawrenceville,Undergraduate,523,2021
475024,Fortis Institute-Lawrenceville,Graduate,523,2021
475024,Fortis Institute-Lawrenceville,Undergraduate,430,2022
475024,Fortis Institute-Lawrenceville,Graduate,430,2022
475024,Fortis Institute-Lawrenceville,Undergraduate,421,2023
475024,Fortis Institute-Lawrenceville,Graduate,421,2023
475431,ASI Career Institute,Undergraduate,57,2018
475431,ASI Career Institute,Graduate,57,2018
475431,ASI Career Institute,Undergraduate,35,2019
475431,ASI Career Institute,Graduate,35,2019
475431,ASI Career Institute,Undergraduate,152,2020
475431,ASI Career Institute,Graduate,152,2020
475431,ASI Career Institute,Undergraduate,173,2021
475431,ASI Career Institute,Graduate,173,2021
475431,ASI Career Institute,Undergraduate,171,2022
475431,ASI Career Institute,Graduate,171,2022
475431,ASI Career Institute,Undergraduate,152,2023
475431,ASI Career Institute,Graduate,152,2023
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,116,2018
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,116,2018
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,121,2019
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,121,2019
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,231,2020
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,231,2020
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,410,2021
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,410,2021
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,511,2022
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,511,2022
475468,Christine Valmy International School of Esthetics & Cosmetology,Undergraduate,478,2023
475468,Christine Valmy International School of Esthetics & Cosmetology,Graduate,478,2023
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,23,2018
476692,Yeshiva Gedolah Zichron Leyma,Graduate,23,2018
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,22,2019
476692,Yeshiva Gedolah Zichron Leyma,Graduate,22,2019
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,27,2020
476692,Yeshiva Gedolah Zichron Leyma,Graduate,27,2020
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,40,2021
476692,Yeshiva Gedolah Zichron Leyma,Graduate,40,2021
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,41,2022
476692,Yeshiva Gedolah Zichron Leyma,Graduate,41,2022
476692,Yeshiva Gedolah Zichron Leyma,Undergraduate,47,2023
476692,Yeshiva Gedolah Zichron Leyma,Graduate,47,2023
478661,Jolie Hair and Beauty Academy-Northfield,Undergraduate,129,2018
478661,Jolie Hair and Beauty Academy-Northfield,Graduate,129,2018
478661,Jolie Hair and Beauty Academy-Northfield,Undergraduate,129,2019
478661,Jolie Hair and Beauty Academy-Northfield,Graduate,129,2019
478661,Jolie Hair and Beauty Academy-Northfield,Undergraduate,180,2020
478661,Jolie Hair and Beauty Academy-Northfield,Graduate,180,2020
479965,Medical Career Institute,Undergraduate,122,2018
479965,Medical Career Institute,Graduate,122,2018
479965,Medical Career Institute,Undergraduate,171,2019
479965,Medical Career Institute,Graduate,171,2019
479965,Medical Career Institute,Undergraduate,228,2020
479965,Medical Career Institute,Graduate,228,2020
479965,Medical Career Institute,Undergraduate,231,2021
479965,Medical Career Institute,Graduate,231,2021
479965,Medical Career Institute,Undergraduate,220,2022
479965,Medical Career Institute,Graduate,220,2022
479965,Medical Career Institute,Undergraduate,236,2023
479965,Medical Career Institute,Graduate,236,2023
481429,Universal Training Institute,Undergraduate,201,2018
481429,Universal Training Institute,Graduate,201,2018
481429,Universal Training Institute,Undergraduate,172,2019
481429,Universal Training Institute,Graduate,172,2019
481429,Universal Training Institute,Undergraduate,257,2020
481429,Universal Training Institute,Graduate,257,2020
481429,Universal Training Institute,Undergraduate,235,2021
481429,Universal Training Institute,Graduate,235,2021
481429,Universal Training Institute,Undergraduate,194,2022
481429,Universal Training Institute,Graduate,194,2022
481429,Universal Training Institute,Undergraduate,170,2023
481429,Universal Training Institute,Graduate,170,2023
481438,Yeshiva Yesodei Hatorah,Undergraduate,46,2018
481438,Yeshiva Yesodei Hatorah,Graduate,46,2018
481438,Yeshiva Yesodei Hatorah,Undergraduate,62,2019
481438,Yeshiva Yesodei Hatorah,Graduate,62,2019
481438,Yeshiva Yesodei Hatorah,Undergraduate,76,2020
481438,Yeshiva Yesodei Hatorah,Graduate,76,2020
481438,Yeshiva Yesodei Hatorah,Undergraduate,80,2021
481438,Yeshiva Yesodei Hatorah,Graduate,80,2021
481438,Yeshiva Yesodei Hatorah,Undergraduate,78,2022
481438,Yeshiva Yesodei Hatorah,Graduate,78,2022
481438,Yeshiva Yesodei Hatorah,Undergraduate,85,2023
481438,Yeshiva Yesodei Hatorah,Graduate,85,2023
481447,Center for the Healing Arts,Undergraduate,43,2018
481447,Center for the Healing Arts,Graduate,43,2018
481447,Center for the Healing Arts,Undergraduate,36,2019
481447,Center for the Healing Arts,Graduate,36,2019
481447,Center for the Healing Arts,Undergraduate,47,2020
481447,Center for the Healing Arts,Graduate,47,2020
481447,Center for the Healing Arts,Undergraduate,36,2021
481447,Center for the Healing Arts,Graduate,36,2021
481447,Center for the Healing Arts,Undergraduate,49,2022
481447,Center for the Healing Arts,Graduate,49,2022
481447,Center for the Healing Arts,Undergraduate,55,2023
481447,Center for the Healing Arts,Graduate,55,2023
481508,Paul Mitchell the School-Jersey Shore,Undergraduate,172,2018
481508,Paul Mitchell the School-Jersey Shore,Graduate,172,2018
481508,Paul Mitchell the School-Jersey Shore,Undergraduate,70,2019
481508,Paul Mitchell the School-Jersey Shore,Graduate,70,2019
481508,Paul Mitchell the School-Jersey Shore,Undergraduate,107,2020
481508,Paul Mitchell the School-Jersey Shore,Graduate,107,2020
481508,Paul Mitchell the School-Jersey Shore,Undergraduate,74,2021
481508,Paul Mitchell the School-Jersey Shore,Graduate,74,2021
482556,DeVry University-New Jersey,Undergraduate,387,2018
482556,DeVry University-New Jersey,Graduate,335,2018
482556,DeVry University-New Jersey,Undergraduate,244,2019
482556,DeVry University-New Jersey,Graduate,219,2019
482556,DeVry University-New Jersey,Undergraduate,372,2020
482556,DeVry University-New Jersey,Graduate,331,2020
482556,DeVry University-New Jersey,Undergraduate,262,2021
482556,DeVry University-New Jersey,Graduate,232,2021
482556,DeVry University-New Jersey,Undergraduate,189,2022
482556,DeVry University-New Jersey,Graduate,171,2022
482556,DeVry University-New Jersey,Undergraduate,121,2023
482556,DeVry University-New Jersey,Graduate,112,2023
482963,American Institute-Toms River,Undergraduate,346,2018
482963,American Institute-Toms River,Graduate,346,2018
482963,American Institute-Toms River,Undergraduate,335,2019
482963,American Institute-Toms River,Graduate,335,2019
482963,American Institute-Toms River,Undergraduate,480,2020
482963,American Institute-Toms River,Graduate,480,2020
482963,American Institute-Toms River,Undergraduate,520,2021
482963,American Institute-Toms River,Graduate,520,2021
482963,American Institute-Toms River,Undergraduate,513,2022
482963,American Institute-Toms River,Graduate,513,2022
482963,American Institute-Toms River,Undergraduate,620,2023
482963,American Institute-Toms River,Graduate,620,2023
483106,Innovate Salon Academy,Undergraduate,135,2018
483106,Innovate Salon Academy,Graduate,135,2018
483106,Innovate Salon Academy,Undergraduate,173,2019
483106,Innovate Salon Academy,Graduate,173,2019
483106,Innovate Salon Academy,Undergraduate,286,2020
483106,Innovate Salon Academy,Graduate,286,2020
483106,Innovate Salon Academy,Undergraduate,320,2021
483106,Innovate Salon Academy,Graduate,320,2021
483106,Innovate Salon Academy,Undergraduate,324,2022
483106,Innovate Salon Academy,Graduate,324,2022
483106,Innovate Salon Academy,Undergraduate,373,2023
483106,Innovate Salon Academy,Graduate,373,2023
484321,Jolie Health and Beauty Academy-Turnersville,Undergraduate,73,2018
484321,Jolie Health and Beauty Academy-Turnersville,Graduate,73,2018
484321,Jolie Health and Beauty Academy-Turnersville,Undergraduate,56,2019
484321,Jolie Health and Beauty Academy-Turnersville,Graduate,56,2019
484321,Jolie Health and Beauty Academy-Turnersville,Undergraduate,97,2020
484321,Jolie Health and Beauty Academy-Turnersville,Graduate,97,2020
486734,Jolie Health & Beauty Academy-Cherry Hill,Undergraduate,145,2018
486734,Jolie Health & Beauty Academy-Cherry Hill,Graduate,145,2018
486734,Jolie Health & Beauty Academy-Cherry Hill,Undergraduate,118,2019
486734,Jolie Health & Beauty Academy-Cherry Hill,Graduate,118,2019
486734,Jolie Health & Beauty Academy-Cherry Hill,Undergraduate,172,2020
486734,Jolie Health & Beauty Academy-Cherry Hill,Graduate,172,2020
486956,Chamberlain University-New Jersey,Undergraduate,677,2018
486956,Chamberlain University-New Jersey,Graduate,677,2018
486956,Chamberlain University-New Jersey,Undergraduate,789,2019
486956,Chamberlain University-New Jersey,Graduate,789,2019
486956,Chamberlain University-New Jersey,Undergraduate,1094,2020
486956,Chamberlain University-New Jersey,Graduate,1094,2020
486956,Chamberlain University-New Jersey,Undergraduate,1493,2021
486956,Chamberlain University-New Jersey,Graduate,1493,2021
486956,Chamberlain University-New Jersey,Undergraduate,1712,2022
486956,Chamberlain University-New Jersey,Graduate,1712,2022
486956,Chamberlain University-New Jersey,Undergraduate,1825,2023
486956,Chamberlain University-New Jersey,Graduate,1825,2023
487852,American Institute of Alternative Medicine,Undergraduate,35,2018
487852,American Institute of Alternative Medicine,Graduate,35,2018
487852,American Institute of Alternative Medicine,Undergraduate,25,2019
487852,American Institute of Alternative Medicine,Graduate,25,2019
487852,American Institute of Alternative Medicine,Undergraduate,19,2020
487852,American Institute of Alternative Medicine,Graduate,19,2020
487852,American Institute of Alternative Medicine,Undergraduate,38,2021
487852,American Institute of Alternative Medicine,Graduate,38,2021
487852,American Institute of Alternative Medicine,Undergraduate,46,2022
487852,American Institute of Alternative Medicine,Graduate,46,2022
487852,American Institute of Alternative Medicine,Undergraduate,46,2023
487852,American Institute of Alternative Medicine,Graduate,46,2023
488013,Garden State Science and Technology Institute,Undergraduate,61,2018
488013,Garden State Science and Technology Institute,Graduate,61,2018
488013,Garden State Science and Technology Institute,Undergraduate,75,2019
488013,Garden State Science and Technology Institute,Graduate,75,2019
488013,Garden State Science and Technology Institute,Undergraduate,108,2020
488013,Garden State Science and Technology Institute,Graduate,108,2020
488013,Garden State Science and Technology Institute,Undergraduate,129,2021
488013,Garden State Science and Technology Institute,Graduate,129,2021
488013,Garden State Science and Technology Institute,Undergraduate,233,2022
488013,Garden State Science and Technology Institute,Graduate,233,2022
488013,Garden State Science and Technology Institute,Undergraduate,491,2023
488013,Garden State Science and Technology Institute,Graduate,491,2023
488314,Beth Medrash of Asbury Park,Undergraduate,58,2018
488314,Beth Medrash of Asbury Park,Graduate,58,2018
488314,Beth Medrash of Asbury Park,Undergraduate,66,2019
488314,Beth Medrash of Asbury Park,Graduate,66,2019
488314,Beth Medrash of Asbury Park,Undergraduate,90,2020
488314,Beth Medrash of Asbury Park,Graduate,90,2020
488314,Beth Medrash of Asbury Park,Undergraduate,75,2021
488314,Beth Medrash of Asbury Park,Graduate,75,2021
488314,Beth Medrash of Asbury Park,Undergraduate,85,2022
488314,Beth Medrash of Asbury Park,Graduate,85,2022
488314,Beth Medrash of Asbury Park,Undergraduate,132,2023
488314,Beth Medrash of Asbury Park,Graduate,132,2023
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,77,2018
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,77,2018
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,90,2019
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,90,2019
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,99,2020
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,99,2020
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,106,2021
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,106,2021
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,109,2022
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,109,2022
488350,Yeshiva Gedolah Shaarei Shmuel,Undergraduate,150,2023
488350,Yeshiva Gedolah Shaarei Shmuel,Graduate,150,2023
490249,Mobile Technical Training,Undergraduate,31,2018
490249,Mobile Technical Training,Graduate,31,2018
490249,Mobile Technical Training,Undergraduate,29,2019
490249,Mobile Technical Training,Graduate,29,2019
490249,Mobile Technical Training,Undergraduate,44,2020
490249,Mobile Technical Training,Graduate,44,2020
490249,Mobile Technical Training,Undergraduate,33,2021
490249,Mobile Technical Training,Graduate,33,2021
490249,Mobile Technical Training,Undergraduate,51,2022
490249,Mobile Technical Training,Graduate,51,2022
490249,Mobile Technical Training,Undergraduate,71,2023
490249,Mobile Technical Training,Graduate,71,2023
490300,Cutting Edge Academy,Undergraduate,77,2018
490300,Cutting Edge Academy,Graduate,77,2018
490300,Cutting Edge Academy,Undergraduate,79,2019
490300,Cutting Edge Academy,Graduate,79,2019
490300,Cutting Edge Academy,Undergraduate,109,2020
490300,Cutting Edge Academy,Graduate,109,2020
490300,Cutting Edge Academy,Undergraduate,130,2021
490300,Cutting Edge Academy,Graduate,130,2021
490300,Cutting Edge Academy,Undergraduate,123,2022
490300,Cutting Edge Academy,Graduate,123,2022
490300,Cutting Edge Academy,Undergraduate,147,2023
490300,Cutting Edge Academy,Graduate,147,2023
490319,Yeshiva Bais Aharon,Undergraduate,41,2018
490319,Yeshiva Bais Aharon,Graduate,41,2018
490319,Yeshiva Bais Aharon,Undergraduate,31,2019
490319,Yeshiva Bais Aharon,Graduate,31,2019
490319,Yeshiva Bais Aharon,Undergraduate,34,2020
490319,Yeshiva Bais Aharon,Graduate,34,2020
490319,Yeshiva Bais Aharon,Undergraduate,42,2021
490319,Yeshiva Bais Aharon,Graduate,42,2021
490319,Yeshiva Bais Aharon,Undergraduate,22,2022
490319,Yeshiva Bais Aharon,Graduate,22,2022
490319,Yeshiva Bais Aharon,Undergraduate,16,2023
490319,Yeshiva Bais Aharon,Graduate,16,2023
490513,Bais Medrash Mayan Hatorah,Undergraduate,69,2018
490513,Bais Medrash Mayan Hatorah,Graduate,69,2018
490513,Bais Medrash Mayan Hatorah,Undergraduate,46,2019
490513,Bais Medrash Mayan Hatorah,Graduate,46,2019
490513,Bais Medrash Mayan Hatorah,Undergraduate,58,2020
490513,Bais Medrash Mayan Hatorah,Graduate,58,2020
490513,Bais Medrash Mayan Hatorah,Undergraduate,63,2021
490513,Bais Medrash Mayan Hatorah,Graduate,63,2021
490513,Bais Medrash Mayan Hatorah,Undergraduate,69,2022
490513,Bais Medrash Mayan Hatorah,Graduate,69,2022
490513,Bais Medrash Mayan Hatorah,Undergraduate,47,2023
490513,Bais Medrash Mayan Hatorah,Graduate,47,2023
490869,American Institute-Somerset,Undergraduate,200,2018
490869,American Institute-Somerset,Graduate,200,2018
490869,American Institute-Somerset,Undergraduate,266,2019
490869,American Institute-Somerset,Graduate,266,2019
490869,American Institute-Somerset,Undergraduate,473,2020
490869,American Institute-Somerset,Graduate,473,2020
490869,American Institute-Somerset,Undergraduate,620,2021
490869,American Institute-Somerset,Graduate,620,2021
490869,American Institute-Somerset,Undergraduate,574,2022
490869,American Institute-Somerset,Graduate,574,2022
490869,American Institute-Somerset,Undergraduate,484,2023
490869,American Institute-Somerset,Graduate,484,2023
490896,Advantage Career Institute,Undergraduate,104,2018
490896,Advantage Career Institute,Graduate,104,2018
490896,Advantage Career Institute,Undergraduate,74,2019
490896,Advantage Career Institute,Graduate,74,2019
490896,Advantage Career Institute,Undergraduate,223,2020
490896,Advantage Career Institute,Graduate,223,2020
490896,Advantage Career Institute,Undergraduate,376,2021
490896,Advantage Career Institute,Graduate,376,2021
490896,Advantage Career Institute,Undergraduate,332,2022
490896,Advantage Career Institute,Graduate,332,2022
490896,Advantage Career Institute,Undergraduate,255,2023
490896,Advantage Career Institute,Graduate,255,2023
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,63,2018
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,63,2018
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,65,2019
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,65,2019
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,66,2020
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,66,2020
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,90,2021
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,90,2021
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,92,2022
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,92,2022
491613,Yeshiva Gedolah Tiferes Boruch,Undergraduate,77,2023
491613,Yeshiva Gedolah Tiferes Boruch,Graduate,77,2023
491622,Yeshiva Chemdas Hatorah,Undergraduate,63,2018
491622,Yeshiva Chemdas Hatorah,Graduate,63,2018
491622,Yeshiva Chemdas Hatorah,Undergraduate,71,2019
491622,Yeshiva Chemdas Hatorah,Graduate,71,2019
491622,Yeshiva Chemdas Hatorah,Undergraduate,76,2020
491622,Yeshiva Chemdas Hatorah,Graduate,76,2020
491622,Yeshiva Chemdas Hatorah,Undergraduate,92,2021
491622,Yeshiva Chemdas Hatorah,Graduate,92,2021
491622,Yeshiva Chemdas Hatorah,Undergraduate,93,2022
491622,Yeshiva Chemdas Hatorah,Graduate,93,2022
491622,Yeshiva Chemdas Hatorah,Undergraduate,88,2023
491622,Yeshiva Chemdas Hatorah,Graduate,88,2023
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,147,2018
491640,Yeshiva Gedolah Keren Hatorah,Graduate,147,2018
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,155,2019
491640,Yeshiva Gedolah Keren Hatorah,Graduate,155,2019
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,159,2020
491640,Yeshiva Gedolah Keren Hatorah,Graduate,159,2020
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,171,2021
491640,Yeshiva Gedolah Keren Hatorah,Graduate,171,2021
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,178,2022
491640,Yeshiva Gedolah Keren Hatorah,Graduate,178,2022
491640,Yeshiva Gedolah Keren Hatorah,Undergraduate,191,2023
491640,Yeshiva Gedolah Keren Hatorah,Graduate,191,2023
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,84,2018
491710,Yeshiva Gedolah of Cliffwood,Graduate,84,2018
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,93,2019
491710,Yeshiva Gedolah of Cliffwood,Graduate,93,2019
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,116,2020
491710,Yeshiva Gedolah of Cliffwood,Graduate,116,2020
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,143,2021
491710,Yeshiva Gedolah of Cliffwood,Graduate,143,2021
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,118,2022
491710,Yeshiva Gedolah of Cliffwood,Graduate,118,2022
491710,Yeshiva Gedolah of Cliffwood,Undergraduate,74,2023
491710,Yeshiva Gedolah of Cliffwood,Graduate,74,2023
491765,Yeshivas Emek Hatorah,Undergraduate,46,2018
491765,Yeshivas Emek Hatorah,Graduate,46,2018
491765,Yeshivas Emek Hatorah,Undergraduate,87,2019
491765,Yeshivas Emek Hatorah,Graduate,87,2019
491765,Yeshivas Emek Hatorah,Undergraduate,92,2020
491765,Yeshivas Emek Hatorah,Graduate,92,2020
491765,Yeshivas Emek Hatorah,Undergraduate,103,2021
491765,Yeshivas Emek Hatorah,Graduate,103,2021
491765,Yeshivas Emek Hatorah,Undergraduate,102,2022
491765,Yeshivas Emek Hatorah,Graduate,102,2022
491765,Yeshivas Emek Hatorah,Undergraduate,101,2023
491765,Yeshivas Emek Hatorah,Graduate,101,2023
491817,Seminary Bnos Chaim,Undergraduate,159,2018
491817,Seminary Bnos Chaim,Graduate,159,2018
491817,Seminary Bnos Chaim,Undergraduate,200,2019
491817,Seminary Bnos Chaim,Graduate,200,2019
491817,Seminary Bnos Chaim,Undergraduate,204,2020
491817,Seminary Bnos Chaim,Graduate,204,2020
491817,Seminary Bnos Chaim,Undergraduate,271,2021
491817,Seminary Bnos Chaim,Graduate,271,2021
491817,Seminary Bnos Chaim,Undergraduate,229,2022
491817,Seminary Bnos Chaim,Graduate,229,2022
491817,Seminary Bnos Chaim,Undergraduate,207,2023
491817,Seminary Bnos Chaim,Graduate,207,2023
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,128,2018
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,128,2018
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,135,2019
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,135,2019
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,147,2020
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,147,2020
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,180,2021
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,180,2021
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,184,2022
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,184,2022
491914,Yeshiva Gedola Tiferes Yerachmiel,Undergraduate,193,2023
491914,Yeshiva Gedola Tiferes Yerachmiel,Graduate,193,2023
492731,Innovate Salon Academy,Undergraduate,62,2018
492731,Innovate Salon Academy,Graduate,62,2018
492731,Innovate Salon Academy,Undergraduate,68,2019
492731,Innovate Salon Academy,Graduate,68,2019
492731,Innovate Salon Academy,Undergraduate,140,2020
492731,Innovate Salon Academy,Graduate,140,2020
492731,Innovate Salon Academy,Undergraduate,192,2021
492731,Innovate Salon Academy,Graduate,192,2021
492731,Innovate Salon Academy,Undergraduate,307,2022
492731,Innovate Salon Academy,Graduate,307,2022
492731,Innovate Salon Academy,Undergraduate,258,2023
492731,Innovate Salon Academy,Graduate,258,2023
493132,Universal Technical Institute-Bloomfield,Undergraduate,228,2018
493132,Universal Technical Institute-Bloomfield,Graduate,228,2018
493132,Universal Technical Institute-Bloomfield,Undergraduate,733,2019
493132,Universal Technical Institute-Bloomfield,Graduate,733,2019
493132,Universal Technical Institute-Bloomfield,Undergraduate,1005,2020
493132,Universal Technical Institute-Bloomfield,Graduate,1005,2020
493132,Universal Technical Institute-Bloomfield,Undergraduate,1310,2021
493132,Universal Technical Institute-Bloomfield,Graduate,1310,2021
493132,Universal Technical Institute-Bloomfield,Undergraduate,1413,2022
493132,Universal Technical Institute-Bloomfield,Graduate,1413,2022
493132,Universal Technical Institute-Bloomfield,Undergraduate,1431,2023
493132,Universal Technical Institute-Bloomfield,Graduate,1431,2023
493628,Pro Beauty Academy,Undergraduate,62,2019
493628,Pro Beauty Academy,Graduate,62,2019
493628,Pro Beauty Academy,Undergraduate,100,2020
493628,Pro Beauty Academy,Graduate,100,2020
493628,Pro Beauty Academy,Undergraduate,190,2021
493628,Pro Beauty Academy,Graduate,190,2021
493628,Pro Beauty Academy,Undergraduate,283,2022
493628,Pro Beauty Academy,Graduate,283,2022
493628,Pro Beauty Academy,Undergraduate,310,2023
493628,Pro Beauty Academy,Graduate,310,2023
493707,Yeshiva Gedolah of Woodlake Village,Undergraduate,65,2019
493707,Yeshiva Gedolah of Woodlake Village,Graduate,65,2019
493707,Yeshiva Gedolah of Woodlake Village,Undergraduate,80,2020
493707,Yeshiva Gedolah of Woodlake Village,Graduate,80,2020
493707,Yeshiva Gedolah of Woodlake Village,Undergraduate,89,2021
493707,Yeshiva Gedolah of Woodlake Village,Graduate,89,2021
493707,Yeshiva Gedolah of Woodlake Village,Undergraduate,101,2022
493707,Yeshiva Gedolah of Woodlake Village,Graduate,101,2022
493707,Yeshiva Gedolah of Woodlake Village,Undergraduate,102,2023
493707,Yeshiva Gedolah of Woodlake Village,Graduate,102,2023
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Undergraduate,70,2019
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Graduate,70,2019
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Undergraduate,75,2020
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Graduate,75,2020
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Undergraduate,98,2021
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Graduate,98,2021
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Undergraduate,84,2022
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Graduate,84,2022
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Undergraduate,72,2023
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,Graduate,72,2023
495314,Hackensack Meridian School of Medicine,Undergraduate,151,2020
495314,Hackensack Meridian School of Medicine,Undergraduate,273,2021
495314,Hackensack Meridian School of Medicine,Undergraduate,407,2022
495314,Hackensack Meridian School of Medicine,Undergraduate,494,2023
